species,region,site,longitude,latitude,ref
neocardini,South America,campeche/sc,-48.29,-27.41, de Toni D.C. et al. (2007)
neocardini,South America,campeche island,-48.28,-27.41, De Toni D.C. et al. (2001)
neocardini,South America,ilha de santa catarina,-48.3,-27.42, Vilela C.R. et al. (2002)
neocardini,South America,serra do tabuleiro,-48.48,-27.44, de Toni D.C. et al. (2001)
neocardini,South America,sertao da lagoa do peri,-48.33,-27.45, de Toni D.C. et al. (2001)
neocardini,South America,restinga/rgs,-53.25,-29.55, Napp M. and Cordeiro A.R. (1978)
neocardini,South America,tramandai/rs,-50.13,-29.55, Sene F.M. et al. (1980)
neocardini,South America,porto alegre/rs,-51.13,-30.01, Garcia A.C.L. et al. (2009)
neocardini,,,,,
neocardini,,,,,
neomorpha,neomorpha,North America,Mexico,     chapulhuacan/hid,-98
neomorpha,neomorpha,Central America,Honduras,     lancetilla,-88
neomorpha,neomorpha,Central America,Honduras,     honduras,-87
neomorpha,neomorpha,Central America,Panama,     goofy lake,-80
neomorpha,neomorpha,Caribbean Islands,West Indies. Antilles,     arima,-61
neomorpha,neomorpha,Caribbean Islands,West Indies. Antilles,     trinidad/west,-61
neomorpha,neomorpha,Central America,Panama,     fort sherman,-79
neomorpha,neomorpha,Central America,Panama,     almirante,-82
neomorpha,neomorpha,Central America,Panama,     frijoles,-79
neomorpha,neomorpha,Central America,Panama,     barro colorado,-79
neomorpha,neomorpha,Central America,Panama,     gamboa,-79
neomorpha,neomorpha,Central America,Panama,     panama,-79
neomorpha,neomorpha,Central America,Panama,     camaron,-79
neomorpha,neomorpha,Central America,Costa Rica,     costa rica,-85
neomorpha,neomorpha,Central America,Panama,     capira,-79
neomorpha,neomorpha,Central America,Panama,     el volcan/panama,-82
neomorpha,neomorpha,Central America,Panama,     el valle/panama,-80
neomorpha,neomorpha,Central America,Panama,     cerro campana,-81
neomorpha,neomorpha,Central America,Panama,     el real/panama,-77
neomorpha,neomorpha,South America,Colombia,     rio raposo,-75
neomorpha,neomorpha,South America,Brazil,     caxiuana,-51
neomorpha,neomorpha,South America,Brazil,     urucu,-35
neomorpha,neomorpha,North America,Mexico,     alta floresta,-56
neomorpha,neomorpha,South America,Brazil,     parana/to,-47
neomorpha,neomorpha,South America,Brazil,RECOR,-47
neomorpha,neomorpha,South America,Brazil,     joinville/sc,-48
neomorpha,,,,,
polymorpha,South America,,,, Heed W.B. (1963)
polymorpha,South America,,,, Heed W.B. and Russell J.S. (1971)
polymorpha,South America,,,, Valente V.L. and de Araujo A.M. (1991)
polymorpha,South America,,,, Vasquez E. J.A. (1976)
polymorpha,South America,tavares,-48.32,27.39, Schmitz H.J. et al. (2007)
polymorpha,North America,pichilingue,-110.17,24.2, Heed W.B. (1963)
polymorpha,Central America,quirigua, -90.00,15.00 , Stalker H.D. (1953)
polymorpha,Caribbean,grenada/west,-61.4,12.07, Heed W.B. (1962)
polymorpha,South America,chancay,-77.14,11.36, Vasquez E. J.A. (1976)
polymorpha,South America,santa marta/colombia,-74.1,11.18, Heed W.B. and Russell J.S. (1971)
polymorpha,Caribbean,arima,-61.17,10.58, Heed W.B. and Blake P.R. (1963)
polymorpha,Caribbean,maraval/trinidad,-61.31,10.42, Heed W.B. and Russell J.S. (1971)
polymorpha,Caribbean,trinidad/west,-61.3,10.3, Brisson J.A. et al. (2006)
polymorpha,Caribbean,tabaquite,-61.18,10.23, Heed W.B. (1963)
polymorpha,South America,duaca,-69.08,10.22, Yoon J.S. (1984)
polymorpha,South America,rancho grande,-67.3,10.2, Cova Garcia P. and Suarez O.M. (1962)
polymorpha,South America,venezuela,-65,10, Napp M. and Cordeiro A.R. (1981)
polymorpha,Central America,panama city, -79.30,9.00 , Stalker H.D. (1953)
polymorpha,South America,cucuta,-72.31,7.55, Heed W.B. and Russell J.S. (1971)
polymorpha,South America,sierra nevada/colombia,-74,5, Heed W.B. (1963)
polymorpha,South America,el colegio,-74.27,4.35, Heed W.B. (1963)
polymorpha,South America,fusagasuga,-74.21,4.22, Hunter A.S. and Navarro A. (1969)
polymorpha,South America,girardot,-74.47,4.19, Heed W.B. (1963)
polymorpha,South America,villavicencio,-73.38,4.09, Heed W.B. and Blake P.R. (1963)
polymorpha,South America,el recuerdo,-72.49,3.11, Futch D.G. (1962)
polymorpha,South America,san lorenzo/colombia,-76.2,3, Heed W.B. and Russell J.S. (1971)
polymorpha,South America,popayan,-76.32,2.27, Heed W.B. (1963)
polymorpha,South America,mucajai,-67,2, Pavan C. (1952)
polymorpha,South America,esmeraldas,-79.4,0.56, Acurio A. and Rafael V. (2009)
polymorpha,South America,ferreira comes,-51.08,0.52, Pavan C. (1952)
polymorpha,South America,guayllabamba,-78.22,0.03, Rafael V. and Arcos G. (1988)
polymorpha,South America,ilha marajo,-50,0, Pavan C. (1952)
polymorpha,South America,el quinche,-78.18,-0.07, Rafael V. et al. (2000)
polymorpha,South America,pichincha,-75.21,-0.45, Acurio A. and Rafael V. (2009)
polymorpha,South America,montecristi,-80.39,-1.05, Rafael V. (2007)
polymorpha,South America,belem,-48.29,-1.27, da Cunha A.B. (1949)
polymorpha,South America,belem,-48.29,-1.27, da Cunha A.B. (1951)
polymorpha,South America,manabi,-80.3,-1.3, Acurio A. and Rafael V. (2009)
polymorpha,South America,simon bolivar,-79.55,-2.13, Rafael V. et al. (2000)
polymorpha,South America,guayas,-80.17,-2.16, Acurio A. and Rafael V. (2009)
polymorpha,South America,fordlandia,-55.3,-3.4, Pavan C. (1952)
polymorpha,South America,iquitos,-73.13,-3.51, Suyo T. M.P. et al. (1983)
polymorpha,South America,ponta do caximbo,-53.15,-4.2, Napp M. and Cordeiro A.R. (1978)
polymorpha,South America,tabuleiro,-58.25,-5.03, Brisson J.A. et al. (2005)
polymorpha,South America,canto da lagoa,-36.5,-5.04, de Toni D.C. et al. (2001)
polymorpha,South America,imperatriz,-47.28,-5.32, Pavan C. (1952)
polymorpha,South America,chacara santa monica,-50.01,-8, Vilela C.R. (1999)
polymorpha,South America,urucu,-35,-8.17, Prudente A.L. da Costa et al. (2008)
polymorpha,South America,colcap,-78.04,-8.58, Pilares G. L.V. et al. (1981)
polymorpha,South America,peru,-75,-10, Pilares G.L. and Suyo M.P. (1982)
polymorpha,South America,brazil,-50,-10, Dobzhansky T. (1949)
polymorpha,South America,palmares,-67.43,-10.22, Pavan C. (1952)
polymorpha,South America,la merced/peru,-75.16,-11.03, Pilares G. L.V. and vasquez E. J.A. (1977)
polymorpha,South America,cafarnaum/ba,-41.2,-11.3, Sene F.M. et al. (1980)
polymorpha,South America,serrinha,-38.56,-11.38, Brisson J.A. et al. (2005)
polymorpha,South America,mira serra/ba,-40.53,-11.46, Sene F.M. et al. (1980)
polymorpha,South America,piritiba/ba,-40.45,-11.47, Sene F.M. et al. (1980)
polymorpha,,Barreiras,-45.15,-12.06,
polymorpha,South America,barreiras/ba,-45.05,-12.07, Chaves N.B. and Tidon R. (2008)
polymorpha,South America,ibotirama/ba,-43.07,-12.18, Sene F.M. et al. (1980)
polymorpha,South America,cachoeira/monteiros/ba,-51.38,-12.25, Sene F.M. et al. (1980)
polymorpha,South America,milagres/ba,-39.53,-12.51, Vilela C.R. et al. (2002)
polymorpha,South America,parana/to,-47.37,-12.52, da Mata R.A. et al. (2008)
polymorpha,South America,salvador/brazil,-38.29,-12.58, Malogolowkin C. (1951)
polymorpha,,Vale do Paranã,-46.46,-13.36,
polymorpha,,Vale do Paranã,-46.45,-13.39,
polymorpha,South America,cavalcante/go,-47.3,-13.48, Chaves N.B. and Tidon R. (2008)
polymorpha,South America,tangara da serra/mg,-57.03,-14.04, Blauth M.L. and Gottschalk M.S. (2007)
polymorpha,,Vale do Paranã,-46.43,-14.3,
polymorpha,South America,sao joao da alinanca/go,-47.3,-14.36, Chaves N.B. and Tidon R. (2008)
polymorpha,,São João da Aliança,-47.3,-14.46,
polymorpha,South America,fazenda trijuncao/ba,-45.58,-14.49, Roque F. and Tidon R. (2008)
polymorpha,South America,ilheus,-39.06,-14.5, Pavan C. (1952)
polymorpha,South America,san antonio/bolivia,-64.37,-14.54, Bachli G. et al. (2000)
polymorpha,South America,sarampioni,-75,-15, Bachli G. et al. (2000)
polymorpha,South America,monjolinho,-50,-15, da Cunha A.B. (1949)
polymorpha,South America,sobradinho/df,-47.47,-15.37, Roque F. et al. (2009)
polymorpha,,Planaltina,-47.29,-15.39,
polymorpha,South America,braganca/brazil,-48,-15.4, Pavan C. (1952)
polymorpha,South America,brasilia park,-47.54,-15.4, Tidon R. (2006)
polymorpha,,Centro Olímpico UnB ,-47.5,-15.46,
polymorpha,,Brasília,-47.57,-15.47,
polymorpha,South America,brasilia/df,-47.59,-15.47, Chaves N.B. and Tidon R. (2008)
polymorpha,South America,jbb/df,-47.5,-15.55, Chaves N.B. and Tidon R. (2008)
polymorpha,,RECOR,-47.52,-15.55,
polymorpha,South America,recor reserve,-47.53,-15.56, Leao B F.D. and Tidon R. (2004)
polymorpha,,RECOR ,-47.52,-15.56,
polymorpha,South America,catuni,-43.19,-16.15, Pavan C. (1952)
polymorpha,South America,anapolis,-48.58,-16.19, Pavan C. (1952)
polymorpha,South America,grao mogol,-42.5,-16.32, Tidon-Sklorz R. and de Melo Sene F. (1995)
polymorpha,South America,montes claros,-43.52,-16.45, Heed W.B. (1963)
polymorpha,South America,paracatu/mg,-46.52,-17.14, Chaves N.B. and Tidon R. (2008)
polymorpha,,Paracatu,-47.16,-17.24,
polymorpha,,Paracatu,-47.2,-17.29,
polymorpha,,Paracatu,-47.09,-17.33,
polymorpha,South America,catalao/go,-47.38,-17.33, Chaves N.B. and Tidon R. (2008)
polymorpha,,Paracatu,-47.08,-17.34,
polymorpha,,Catalão,-47.28,-17.38,
polymorpha,South America,emas/go,-52.53,-18.15, Roque F. and Tidon R. (2008)
polymorpha,South America,corumba,-57.35,-19, Stalker H.D. (1953)
polymorpha,South America,serra do cipo/mg,-43.4,-19, Chaves N.B. and Tidon R. (2008)
polymorpha,,Serra do Cipó,-43.35,-19.16,
polymorpha,South America,serra do cipo,-43.35,-19.17, Tidon-Sklorz R. et al. (1994)
polymorpha,,Serra do Cipó,-43.34,-19.17,
polymorpha,,Serra do Cipó,-43.33,-19.17,
polymorpha,,Serra do Cipó,-43.33,-19.2,
polymorpha,,Serra do Cipó,-43.38,-19.21,
polymorpha,South America,rio doce,-40.3,-19.3, Dobzhansky D. and Brito da Cunha A. (1955)
polymorpha,,Lagoa Santa,-43.55,-19.38,
polymorpha,South America,lagoa santa/mg,-43.55,-19.39, Chaves N.B. and Tidon R. (2008)
polymorpha,South America,paulo de faria,-49.31,-19.55, Penariol L. et al. (2008)
polymorpha,South America,correias/rj,-41.24,-19.56, Sene F.M. et al. (1980)
polymorpha,South America,santa teresa/es,-40.37,-19.56, Sene F.M. et al. (1980)
polymorpha,South America,tainhas,-50,-20, Napp M. and Cordeiro A.R. (1978)
polymorpha,South America,miranda/ms,-56.46,-20.05, Sene F.M. et al. (1980)
polymorpha,South America,miranda/mg,-56.19,-20.1, Vilela C.R. et al. (2002)
polymorpha,South America,campo grande/ms,-54.34,-20.41, Chaves N.B. and Tidon R. (2008)
polymorpha,South America,olimpia,-48.55,-20.43, Belo M. (1979)
polymorpha,South America,sao jose do rio preto,-49.23,-20.49, Ferreira Lourenco M. (1993)
polymorpha,South America,sertaozinho/sp,-47.59,-21.08, Brisson J.A. et al. (2005)
polymorpha,South America,serrana/sp,-47.35,-21.13, Mateus R.P. et al. (2006)
polymorpha,South America,jaboticabal,-48.17,-21.15, Pires D.J. and Belo M. (2005)
polymorpha,South America,novo horizonte,-49.14,-21.29, Torres F.R. and Madi-Ravazzi L. (2006)
polymorpha,South America,pe de gigante,-47.37,-21.37, Brisson J.A. et al. (2005)
polymorpha,South America,pocos de caldas,-46.33,-21.48, Napp M. and Cordeiro A.R. (1978)
polymorpha,South America,morro do ferro,-46.3,-21.5, Napp M. and Cordeiro A.R. (1978)
polymorpha,South America,pirassununga,-47.25,-21.58, da Cunha A.B. (1949)
polymorpha,South America,piracununga,-47.27,-21.59, Heed W.B. (1963)
polymorpha,South America,sao paulo estado,-48,-22, Tidon-Sklorz R. and Sene F.M. (1999)
polymorpha,South America,araras,-47,-22, da Cunha A.B. (1946)
polymorpha,South America,pinheiral,-44,-22, da Cunha A.B. (1951)
polymorpha,South America,sao carlos/sp,-45.53,-22.03, Sene F.M. et al. (1980)
polymorpha,South America,bela vista/ms,-56.32,-22.05, Sene F.M. et al. (1980)
polymorpha,South America,caracol/ms,-56.47,-22.13, Chaves N.B. and Tidon R. (2008)
polymorpha,South America,itirapina,-47.48,-22.16, Mateus R.P. et al. (2006)
polymorpha,South America,brotas,-47.57,-22.17, Pires D.J. and Belo M. (2005)
polymorpha,South America,mogi-guacu/sp,-47.12,-22.17, Sene F.M. et al. (1980)
polymorpha,South America,serra da bocaina/sp,-45.17,-22.23, da Cunha A.B. (1951)
polymorpha,South America,teresopolis/rj,-43.01,-22.27, Sene F.M. et al. (1980)
polymorpha,South America,santa maria da serra,-48.1,-22.34, Mateus R.P. et al. (2006)
polymorpha,South America,cosmopolis,-47.12,-22.39, da Cunha A.B. (1951)
polymorpha,South America,barreiro rico,-48.05,-22.41, de Medeiros H.F. and Klaczko L.B. (2004)
polymorpha,South America,campos do jordao,-45.33,-22.45, da Cunha A.B. (1946)
polymorpha,South America,rio de janeiro,-43.17,-22.53, da Cunha A.B. (1951)
polymorpha,South America,jacarepagua,-43.22,-22.56, da Cunha A.B. (1946)
polymorpha,South America,furnas/brazil,-43.17,-22.58, Brisson J.A. et al. (2005)
polymorpha,South America,itatiba,-46.51,-22.59, Brisson J.A. et al. (2005)
polymorpha,South America,angra dos reis,-44.17,-22.59, da Cunha A.B. (1949)
polymorpha,South America,mucorca,-47,-23, Pavan C. (1952)
polymorpha,South America,tijuca,-43.2,-23, da Cunha A.B. (1946)
polymorpha,South America,serra do japi,-46.57,-23.14, de Medeiros H.F. and Klaczko L.B. (2004)
polymorpha,South America,cabreuva/sp,-47.1,-23.15, Sene F.M. et al. (1980)
polymorpha,South America,itu/sp,-47.18,-23.16, Sene F.M. et al. (1980)
polymorpha,South America,cantareira,-46.38,-23.27, Burla H. et al. (1950)
polymorpha,South America,jaguari/rs,-54.42,-23.3, Sene F.M. et al. (1980)
polymorpha,South America,vila atlantica,-46.3,-23.3, da Cunha A.B. (1946)
polymorpha,South America,mogi das cruzes,-46.1,-23.3, da Cunha A.B. (1946)
polymorpha,South America,sao paulo,-46.39,-23.33, Brisson J.A. et al. (2006)
polymorpha,South America,rio ligeiro/pa,-52.31,-23.37, Sene F.M. et al. (1980)
polymorpha,South America,rio ivai/pa,-52.22,-23.4, Sene F.M. et al. (1980)
polymorpha,South America,morungava,-50,-23.4, Petersen J.A. (1960)
polymorpha,South America,boraceia/sp,-43.5,-23.4, Brisson J.A. et al. (2005)
polymorpha,South America,cianorte,-52.31,-23.42, Brisson J.A. et al. (2005)
polymorpha,South America,bertioga,-45.5,-23.45, da Cunha A.B. (1946)
polymorpha,South America,ilha bela,-45.24,-23.47, de Medeiros H.F. and Klaczko L.B. (2004)
polymorpha,South America,sao sebastiao/sp,-45.26,-23.48, da Cunha A.B. (1951)
polymorpha,South America,guaratuba/sp,-45.53,-23.5, Sene F.M. et al. (1980)
polymorpha,South America,cebimar,-45.3,-23.5, Brisson J.A. et al. (2005)
polymorpha,South America,itapeva,-48.59,-23.59, Heed W.B. and Russell J.S. (1971)
polymorpha,South America,icem,-48,-24, da Cunha A.B. (1949)
polymorpha,South America,senges,-49.23,-24.07, Mateus R.P. et al. (2006)
polymorpha,South America,itanhaem,-46.47,-24.09, da Cunha A.B. (1949)
polymorpha,South America,peruibe/sp,-46.55,-24.14, Bizzo N.M.V. and Sene F.M. (1982)
polymorpha,South America,canyon guartela,-50.18,-24.32, Mateus R.P. et al. (2006)
polymorpha,South America,eldorado do sul,-48.08,-24.33, Rohde C. and Valente V.L.S. (1996)
polymorpha,South America,iporanga,-48.38,-24.34, da Cunha A.B. (1951)
polymorpha,South America,salto santa rosa,-50.33,-24.37, Mateus R.P. et al. (2006)
polymorpha,South America,lambedor,-50,-25, da Cunha A.B. (1949)
polymorpha,South America,ponta grossa/rgs,-50.09,-25.07, Pavan C. (1952)
polymorpha,South America,morretes,-48.49,-25.29, Pavan C. (1952)
polymorpha,South America,iguacu,-54.22,-25.35, Napp M. and Cordeiro A.R. (1978)
polymorpha,South America,joinville/sc,-48.51,-26.18, Doge J.S. et al. (2008)
polymorpha,South America,barra velha/sc,-48.42,-26.37, Sene F.M. et al. (1980)
polymorpha,South America,tucuman,-65.15,-26.47, Pavan C. (1952)
polymorpha,South America,arvoredo,-52.41,-27.14, de Toni D.C. et al. (2007)
polymorpha,South America,arvoredo island,-48.21,-27.17, De Toni D.C. et al. (2001)
polymorpha,South America,puerto tirol,-59.1,-27.18, Vilela C.R. et al. (2002)
polymorpha,South America,lagoa da conceicao,-48.21,-27.18, de Toni D.C. and Hofmann P.R.P. (1995)
polymorpha,South America,ratones,-48.3,-27.27, Schmitz H.J. et al. (2007)
polymorpha,South America,resistencia,-59,-27.28, Vilela C.R. et al. (2002)
polymorpha,South America,ilha de ratones grande,-48.37,-27.29, Machado M.X. et al. (2001)
polymorpha,South America,ratones pequeno,-48.34,-27.29, Brisson J.A. et al. (2005)
polymorpha,South America,ratones pequeno island,-48.34,-27.3, De Toni D.C. et al. (2001)
polymorpha,South America,florianopolis/sc,-48.32,-27.35, Gottschalk M.S. et al. (2007)
polymorpha,South America,florianopolis,-48.31,-27.35, Brisson J.A. et al. (2005)
polymorpha,South America,morro da lagoa,-48.29,-27.35, Brisson J.A. et al. (2005)
polymorpha,South America,campeche/sc,-48.29,-27.41, de Toni D.C. et al. (2007)
polymorpha,South America,campeche island,-48.28,-27.41, De Toni D.C. et al. (2001)
polymorpha,South America,santa catarina/sc,-48.3,-27.42, Brisson J.A. et al. (2005)
polymorpha,South America,ilha de compache,-48.26,-27.43, Brisson J.A. et al. (2005)
polymorpha,South America,serra do tabuleiro,-48.48,-27.44, de Toni D.C. et al. (2007)
polymorpha,South America,sertao da lagoa do peri,-48.33,-27.45, Brisson J.A. et al. (2005)
polymorpha,South America,santo angelo,-54.15,-28.17, Pavan C. (1952)
polymorpha,South America,turvo,-49.42,-28.5, De Araujo A.M. and Valente V.R.S. (1981)
polymorpha,South America,guaiba,-49.4,-28.5, Valente V.L.S. et al. (1981)
polymorpha,South America,bento goncalves,-51.34,-29.12, Franck G. and Valente V.L.S. (1985)
polymorpha,South America,sao francisco de paula,-50.31,-29.2, Petersen J.A. (1960)
polymorpha,South America,feliz,-51.12,-29.3, Pavan C. (1952)
polymorpha,South America,queimada pequena,-45,-29.3, Battaglia B. and Birch L.C. (1956)
polymorpha,South America,santa maria/rs,-53.42,-29.32, Cordeiro J. et al. (2008)
polymorpha,South America,esteio,-51.11,-29.52, Martins M.B. (2001)
polymorpha,South America,restinga/rgs,-53.25,-29.55, Napp M. and Cordeiro A.R. (1978)
polymorpha,South America,aguas do prata,-53.1,-29.55, da Cunha A.B. (1946)
polymorpha,South America,tramandai/rs,-50.13,-29.55, Sene F.M. et al. (1980)
polymorpha,South America,rio grande do sul,-52,-30, Brisson J.A. et al. (2005)
polymorpha,South America,porto alegre/rs,-51.13,-30.01, Garcia A.C.L. et al. (2009)
polymorpha,South America,morro santana,-51.19,-30.04, Cordeiro J. et al. (2008)
polymorpha,South America,itapua,-51.02,-30.26, Brisson J.A. et al. (2005)
polymorpha,South America,boca del sarandi,-55.53,-30.38, Goni B. et al. (1998)
polymorpha,South America,guaritas/rs,-53.2,-30.45, Sene F.M. et al. (1980)
polymorpha,South America,arroyo gajo,-55.59,-31.41, Goni B. et al. (1998)
polymorpha,South America,buenos aires,-58.3,-34.4, Pavan C. (1952)
polymorpha,South America,montevideo,-56.1,-34.55, Goni B. et al. (1997)
polymorpha,South America,joaquina,-48.27,-37.38, Cordeiro J. et al. (2008)
simulans,South America,,,, SMNS Collection (1988)
simulans,Australia,,,, Hoffmann A.A. et al. (1990)
simulans,Africa,,,, Capy P. et al. (1988)
simulans,Africa,,,, Capy P. et al. (1990)
simulans,Central America,,,, Sturtevant A.H. (1921)
simulans,Asia,,,, Coyne J.A. (1985)
simulans,Asia,mohe,122.19,53.26, Xu S.-H. et al. (2003)
simulans,Asia,heihe,127.25,50.16, Xu S.-H. et al. (2003)
simulans,Asia,hailaer,120,49, Xu S.-H. et al. (2003)
simulans,Asia,jiamusi,130.29,46.59, Xu S.-H. et al. (2003)
simulans,Asia,haerbin,126.5,45.47, Xu S.-H. et al. (2003)
simulans,Asia,charbin,126.41,45.45, SMNS Collection (1988)
simulans,Asia,wakkanai,141.43,45.26, Watabe H.-a. (1990)
simulans,Asia,oniwaki,141.1,45.1, Watabe H.-a. (1990)
simulans,Asia,changchun,126.45,43.54, Xu S.-H. et al. (2003)
simulans,Asia,tonebetsu,141.2,43.15, Sawashiro T. and Watabe H.-a. (1999)
simulans,Asia,sapporo,141.21,43.05, Kamimura Y. (2007)
simulans,Asia,hokkaido,141.2,43, Beppu K. et al. (1977)
simulans,Asia,kushiro,144.24,42.58, Watabe H.-a. (1990)
simulans,Asia,tumen,129.47,42.56, Xu S.-H. et al. (2003)
simulans,Asia,yanji,129.32,42.52, Xu S.-H. et al. (2003)
simulans,Asia,ashoro,143.1,42.02, Watabe H.-a. (1990)
simulans,Asia,huhehaote,117,42, Xu S.-H. et al. (2003)
simulans,Asia,shenyang,123.26,41.5, Xu S.-H. et al. (2003)
simulans,Asia,hakodate,140.44,41.46, Watabe H.-a. (1990)
simulans,Asia,inakadate,141,40.3, Itoh M. et al. (2003)
simulans,Asia,fukuoka,141.2,40.16, Inoue Y. (1988)
simulans,Asia,dandong,124.24,40.08, Xu S.-H. et al. (2003)
simulans,Asia,masaki,140,40, Ohnishi S. and Kawanishi M. (1981)
simulans,Asia,beijing,116.24,39.54, Xu S.-H. et al. (2003)
simulans,Asia,akita,140.05,39.44, Watada M. et al. (1986)
simulans,Asia,miyako,141.59,39.38, Watada M. and Itoh M. (1999)
simulans,Asia,ohazama,141.17,39.3, Itoh M. et al. (2003)
simulans,Asia,morioka,141.1,39.15, Toda M.J. (1984)
simulans,Asia,tianjing,117.12,39.08, Jin S. et al. (2005)
simulans,Asia,mugi,134.23,38.38, Watada M. et al. (1986)
simulans,Asia,yinchun,107.3,38.35, Xu S.-H. et al. (2003)
simulans,Asia,higashine,140.23,38.26, Itoh M. et al. (2003)
simulans,Asia,yamagata,140.19,38.16, Watada M. et al. (1986)
simulans,Asia,akayu,140.11,38.05, Watada M. et al. (1986)
simulans,Asia,shijiazhuang,114.28,38.04, Xu S.-H. et al. (2003)
simulans,Asia,niigata,139.02,37.58, Watada M. et al. (1986)
simulans,Asia,taiyuan,112.3,37.5, Xu S.-H. et al. (2003)
simulans,Asia,yantai,121.22,37.3, Xu S.-H. et al. (2003)
simulans,Asia,kwangnung,127,37.3, Kang Y.S. et al. (1959)
simulans,Asia,koriyama,140.22,37.23, Watada M. et al. (1986)
simulans,Africa,bizerte,9.52,37.18, Capy P. et al. (1993)
simulans,Asia,tajima,139.46,37.11, Ballard J.W.O. (2004)
simulans,Asia,naoetsu,138.15,37.1, Ohnishi S. and Kawanishi M. (1981)
simulans,Asia,sori,127,37, Lee T.J. (1966)
simulans,Asia,busan,128,37, Lee W.H. and Yoo M.A. (1981)
simulans,Asia,south korea,132,37, Lee T.J. (1964)
simulans,Asia,obuse,138,37, Itoh M. et al. (2003)
simulans,Africa,tabarka,8.45,36.55, Jungen H. (1971)
simulans,Africa,alger,3,36.5, Ashburner M. and Leumeunier F. (1976)
simulans,Africa,belvedere,10.13,36.5, Jungen H. (1971)
simulans,Africa,orangerie,10.1,36.48, Jungen H. (1971)
simulans,Africa,tizi-ouzou,4.05,36.44, Capy P. et al. (1993)
simulans,Asia,shiliguri,88.3,36.42, Das A. et al. (1995)
simulans,Asia,toyama,137.14,36.42, Watada M. et al. (1986)
simulans,Africa,djebel bou kournine,10.2,36.4, Jungen H. (1971)
simulans,Asia,shiga heights,138.3,36.4, Beppu K. (1996)
simulans,Asia,mount shirane,139,36.4, Beppu K. (1998)
simulans,Asia,nagano,138.1,36.39, Watanabe T.K. and Kawanishi M. (1978)
simulans,Asia,utsunomiya,139.52,36.33, Ohnishi S. and Kawanishi M. (1981)
simulans,Africa,blida,2.5,36.3, Bachli G. (1988)
simulans,Asia,suzaki,138,36.3, Watada M. et al. (1986)
simulans,Asia,kokufu,140,36.3, Watada M. et al. (1986)
simulans,Asia,ueda,138.13,36.27, Watada M. et al. (1986)
simulans,Asia,maebashi,139.04,36.24, Ohnishi S. and Kawanishi M. (1981)
simulans,Asia,tochigi,139.46,36.23, Inoue Y. (1988)
simulans,Asia,ohirashita,140,36.21, Watada M. et al. (1986)
simulans,Asia,xinin,101.53,36.2, Xu S.-H. et al. (2003)
simulans,Asia,tsuchiura,140.11,36.05, Watanabe T.K. and Kawanishi M. (1978)
simulans,Asia,fukui,136.12,36.04, Itoh M. et al. (2003)
simulans,Asia,lanzhou,103.45,36.01, Xu S.-H. et al. (2003)
simulans,Asia,kikonai,138,36, Watabe H.-a. (1990)
simulans,Asia,saitama,139,36, Inoue Y. et al. (1990)
simulans,Asia,japan,140,36, Montchamp-Moreau C. et al. (1991)
simulans,Asia,kawagoe,139.3,35.55, Watada M. et al. (1986)
simulans,Asia,omiya,139.39,35.54, Ohnishi S. and Kawanishi M. (1981)
simulans,Africa,tanger,-5.5,35.48, ZMZ Collection (1985)
simulans,Asia,sayama,139.24,35.47, Mitsui H. (1993)
simulans,Africa,monastir,10.59,35.46, Rouault J. and David J.R. (1982)
simulans,Asia,nirasaki,138.27,35.45, Watada M. et al. (1986)
simulans,Africa,kairouan,10.01,35.42, Bouletreau M. et al. (1991)
simulans,Asia,kofu,138.34,35.42, Carracedo M.C. et al. (1987)
simulans,Asia,teheran,51.26,35.4, Baba-Aissa F. et al. (1988)
simulans,Asia,katsunuma,138.37,35.4, Itoh M. et al. (2003)
simulans,Asia,yamanaka-ko,138.5,35.4, Watanabe T.K. and Kawanishi M. (1978)
simulans,Asia,kokubunji,139.3,35.4, Watada M. et al. (1986)
simulans,Asia,miyakejima,139.4,35.4, Watada M. et al. (1986)
simulans,Asia,akasaka,139.45,35.4, Asada N. et al. (1987)
simulans,Asia,chiba,140.07,35.39, Ballard J.W.O. (2004)
simulans,Asia,otsuki,138.53,35.38, Oguma Y. et al. (1995)
simulans,Asia,kajikazawa,138.28,35.35, Watada M. et al. (1986)
simulans,Asia,tottori,134.12,35.32, Itoh M. et al. (2003)
simulans,Asia,milyang,128.45,35.3, Lee W.H. (1980)
simulans,Asia,fujiyoshida,138.48,35.3, Watada M. et al. (1986)
simulans,Asia,susono,139,35.3, Watada M. et al. (1986)
simulans,Asia,minogamo,137.01,35.29, Itoh M. et al. (2003)
simulans,Asia,yokohama,139.38,35.28, Watanabe T.K. and Kawanishi M. (1978)
simulans,Asia,gifu,136.46,35.27, Watada M. et al. (1986)
simulans,Asia,taisha,132.4,35.26, Asada N. et al. (1987)
simulans,Asia,mobara,140.2,35.26, Watada M. et al. (1986)
simulans,Asia,minobu,138.2,35.2, Watada M. et al. (1986)
simulans,Asia,gotenba,138.58,35.2, Watada M. et al. (1986)
simulans,Asia,oiso,139.2,35.19, Liang B.-L. and Fuyama Y. (2000)
simulans,Asia,fujinomia,138.33,35.16, Ohnishi S. and Kawanishi M. (1981)
simulans,Asia,odawara,139.08,35.15, Watanabe T.K. and Kawanishi M. (1976)
simulans,Africa,larache,-6.1,35.12, Nigro L. (1988)
simulans,Asia,kimhae,128.57,35.1, Lee W.H. (1980)
